Player_name,Player_Ground,Player_match,Player_Inns,Player_NO,Player_Runs,Player_HS,Player_Ave,Player_BF,Player_SR,Player_hundred
PR Stirling,"Ireland - The Village, Malahide, Dublin",2,2,0,38,27,19,57,66.66,0
G Toka,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),3,3,0,38,20,12.66,54,70.37,0
AS Joseph,"West Indies - Kensington Oval, Bridgetown, Barbados",3,3,1,37,17,18.5,85,43.52,0
AK Markram,"South Africa - SuperSport Park, Centurion",2,2,0,37,19,18.5,44,84.09,0
PD Salt,"England - Edgbaston, Birmingham",1,1,0,37,37,37,22,168.18,0
SC Williams,"Ireland - Civil Service Cricket Club, Stormont, Belfast",2,2,0,37,33,18.5,68,54.41,0
W Madhevere,"Ireland - Civil Service Cricket Club, Stormont, Belfast",2,2,0,35,19,17.5,43,81.39,0
Mohammad Nabi,"U.A.E. - Sheikh Zayed Stadium, Abu Dhabi",3,2,0,35,32,17.5,61,57.37,0
KH Pandya,"Sri Lanka - R.Premadasa Stadium, Khettarama, Colombo",2,1,0,35,35,35,54,64.81,0
Mushfiqur Rahim,"New Zealand - Hagley Oval, Christchurch",1,1,0,34,34,34,59,57.62,0
LV van Beek,"Netherlands - Hazelaarweg, Rotterdam",2,2,0,34,24,17,42,80.95,0
CJA Amini,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2,2,0,33,17,16.5,61,54.09,0
Shadab Khan,"South Africa - SuperSport Park, Centurion",1,1,0,33,33,33,30,110,0
Shubman Gill,"Australia - Manuka Oval, Canberra",1,1,0,33,33,33,39,84.61,0
V Aravind,"U.A.E. - Sheikh Zayed Stadium, Abu Dhabi",2,2,0,32,18,16,56,57.14,0
Mehidy Hasan Miraz,Zimbabwe - Harare Sports Club,2,2,0,32,26,16,40,80,0
Soumya Sarkar,"New Zealand - Hagley Oval, Christchurch",1,1,0,32,32,32,46,69.56,0
BA Stokes,"England - Edgbaston, Birmingham",1,1,0,32,32,32,28,114.28,0
Babar Azam,"South Africa - The Wanderers Stadium, Johannesburg",1,1,0,31,31,31,33,93.93,0
NE Bonner,"Bangladesh - Zahur Ahmed Chowdhury Stadium, Chattogram",1,1,0,31,31,31,66,46.96,0
BA Carse,"England - Lord's, London",1,1,0,31,31,31,41,75.6,0
Hasan Ali,"England - Lord's, London",1,1,0,31,31,31,17,182.35,0
Aasif Sheikh,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),1,1,0,30,30,30,46,65.21,0
JDS Neesham,"New Zealand - Hagley Oval, Christchurch",1,1,0,30,30,30,34,88.23,0
Shadab Khan,"England - Sophia Gardens, Cardiff",1,1,0,30,30,30,43,69.76,0
SN Thakur,"India - Maharashtra Cricket Association Stadium, Pune",3,2,1,30,30,30,21,142.85,0
JM Bairstow,"England - Kennington Oval, London",1,1,0,29,29,29,36,80.55,0
Haider Ali,Pakistan - Rawalpindi Cricket Stadium,1,1,0,29,29,29,24,120.83,0
Najibullah Zadran,"U.A.E. - Sheikh Zayed Stadium, Abu Dhabi",3,2,0,29,29,14.5,45,64.44,0
AC Agar,"Australia - Manuka Oval, Canberra",1,1,0,28,28,28,28,100,0
MM Ali,"England - Riverside Ground, Chester-le-Street",1,1,0,28,28,28,57,49.12,0
PWH de Silva,"Sri Lanka - R.Premadasa Stadium, Khettarama, Colombo",5,5,0,28,8,5.6,38,73.68,0
Gulsan Jha,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,1,0,28,28,28,53,52.83,0
Iftikhar Ahmed,Pakistan - Rawalpindi Cricket Stadium,2,2,1,28,16*,28,38,73.68,0
LM Jongwe,"Ireland - Civil Service Cricket Club, Stormont, Belfast",2,2,0,28,18,14,19,147.36,0
BR McDermott,"West Indies - Kensington Oval, Bridgetown, Barbados",2,2,0,28,28,14,50,56,0
CS MacLeod,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,1,0,28,28,28,68,41.17,0
JN Mohammed,"Bangladesh - Shere Bangla National Stadium, Mirpur, Dhaka",2,2,0,28,17,14,62,45.16,0
P Nissanka,"Bangladesh - Shere Bangla National Stadium, Mirpur, Dhaka",3,3,0,28,20,9.33,53,52.83,0
BB Chari,Pakistan - Rawalpindi Cricket Stadium,2,2,0,27,25,13.5,49,55.1,0
DP Conway,"New Zealand - University Oval, Dunedin",1,1,0,27,27,27,52,51.92,0
S Lamichhane,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),5,3,0,27,16,9,23,117.39,0
GF Linde,"Sri Lanka - R.Premadasa Stadium, Khettarama, Colombo",2,2,1,27,18,27,29,93.1,0
Mahmudullah,"New Zealand - University Oval, Dunedin",1,1,0,27,27,27,54,50,0
KJ O'Brien,"U.A.E. - Sheikh Zayed Stadium, Abu Dhabi",4,4,0,27,23,6.75,33,81.81,0
RA Reifer,"Bangladesh - Zahur Ahmed Chowdhury Stadium, Chattogram",1,1,0,27,27,27,46,58.69,0
MA Starc,"West Indies - Kensington Oval, Bridgetown, Barbados",3,2,0,27,19,13.5,50,54,0
Waheed Ahmed,"U.A.E. - Sheikh Zayed Stadium, Abu Dhabi",2,2,1,27,18*,27,28,96.42,0
HR Walsh,"West Indies - Kensington Oval, Bridgetown, Barbados",3,2,0,27,20,13.5,37,72.97,0
KJ Coetzer,"Netherlands - Hazelaarweg, Rotterdam",2,2,0,26,17,13,55,47.27,0
PWH de Silva,"England - Kennington Oval, London",1,1,0,26,26,26,49,53.06,0
K Doriga,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),4,4,0,26,15,6.5,63,41.26,0
MJ Guptill,"New Zealand - Basin Reserve, Wellington",1,1,0,26,26,26,28,92.85,0
AL Phehlukwayo,"Sri Lanka - R.Premadasa Stadium, Khettarama, Colombo",3,3,0,26,17,8.66,48,54.16,0
NP Kenjige,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),5,4,1,25,13,8.33,50,50,0
PD Macchi,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,1,0,25,25,25,32,78.12,0
Saqib Zulfiqar,"Netherlands - Sportpark Maarschalkerweerd, Utrecht",2,2,0,25,23,12.5,78,32.05,0
MD Shanaka,"Bangladesh - Shere Bangla National Stadium, Mirpur, Dhaka",2,2,0,25,14,12.5,44,56.81,0
SA Edwards,"Netherlands - Sportpark Maarschalkerweerd, Utrecht",3,3,0,24,23,8,42,57.14,0
DA Miller,"Ireland - The Village, Malahide, Dublin",1,1,0,24,24,24,27,88.88,0
SJ Modani,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),1,1,0,24,24,24,48,50,0
Mohammad Saifuddin,"Bangladesh - Shere Bangla National Stadium, Mirpur, Dhaka",2,2,1,24,13*,24,39,61.53,0
KY Ottley,"Bangladesh - Shere Bangla National Stadium, Mirpur, Dhaka",1,1,0,24,24,24,44,54.54,0
N Vanua,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),2,2,0,24,13,12,85,28.23,0
Faheem Ashraf,Pakistan - Rawalpindi Cricket Stadium,2,1,0,23,23,23,16,143.75,0
Mushfiqur Rahim,"New Zealand - University Oval, Dunedin",1,1,0,23,23,23,49,46.93,0
Aaron Jones,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,1,0,22,22,22,33,66.66,0
MC Henriques,"Australia - Manuka Oval, Canberra",1,1,0,22,22,22,31,70.96,0
EJG Morgan,"India - Maharashtra Cricket Association Stadium, Pune",1,1,0,22,22,22,30,73.33,0
B Muzarabani,Pakistan - Rawalpindi Cricket Stadium,2,2,0,22,17,11,28,78.57,0
NLTC Perera,"West Indies - Sir Vivian Richards Stadium, North Sound, Antigua",2,2,0,22,19,11,29,75.86,0
KH Prajapati,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),2,2,0,22,22,11,23,95.65,0
D Ravu,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),4,4,2,22,13*,11,29,75.86,0
MD Shanaka,"West Indies - Sir Vivian Richards Stadium, North Sound, Antigua",1,1,0,22,22,22,27,81.48,0
BA Stokes,"England - Lord's, London",1,1,0,22,22,22,26,84.61,0
S Bau,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),4,4,0,21,11,5.25,70,30,0
T Bavuma,"South Africa - SuperSport Park, Centurion",2,2,0,21,20,10.5,27,77.77,0
C Green,"Australia - Manuka Oval, Canberra",1,1,0,21,21,21,27,77.77,0
AS Joseph,"Bangladesh - Shere Bangla National Stadium, Mirpur, Dhaka",2,2,0,21,17,10.5,28,75,0
C Karunaratne,"England - Kennington Oval, London",1,1,0,21,21,21,38,55.26,0
Liton Das,"New Zealand - Basin Reserve, Wellington",1,1,0,21,21,21,21,100,0
T Marumani,Zimbabwe - Harare Sports Club,3,3,0,21,13,7,41,51.21,0
JN Mohammed,"West Indies - Sir Vivian Richards Stadium, North Sound, Antigua",3,2,1,21,13*,21,28,75,0
Mushfiqur Rahim,"New Zealand - Basin Reserve, Wellington",1,1,0,21,21,21,44,47.72,0
KH Prajapati,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,1,0,21,21,21,13,161.53,0
K Rabada,"Sri Lanka - R.Premadasa Stadium, Khettarama, Colombo",3,2,1,21,13*,21,20,105,0
PM Seelaar,"Netherlands - Hazelaarweg, Rotterdam",2,2,0,21,21,10.5,58,36.2,0
Shadab Khan,"England - Lord's, London",1,1,0,21,21,21,20,105,0
NE Bonner,"Bangladesh - Shere Bangla National Stadium, Mirpur, Dhaka",2,2,0,20,20,10,29,68.96,0
DM Bravo,"West Indies - Kensington Oval, Bridgetown, Barbados",3,3,0,20,18,6.66,46,43.47,0
Q de Kock,"South Africa - SuperSport Park, Centurion",1,1,0,20,20,20,18,111.11,0
K Doriga,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),4,4,0,20,14,5,68,29.41,0
BD Glover,"Netherlands - Sportpark Maarschalkerweerd, Utrecht",2,2,1,20,18,20,34,58.82,0
MJ Guptill,"New Zealand - Hagley Oval, Christchurch",1,1,0,20,20,20,24,83.33,0
Kashif Daud,"U.A.E. - Sheikh Zayed Stadium, Abu Dhabi",2,1,0,20,20,20,23,86.95,0
AR McBrine,"Netherlands - Sportpark Maarschalkerweerd, Utrecht",3,2,0,20,17,10,40,50,0
Najmul Hossain Shanto,"Bangladesh - Zahur Ahmed Chowdhury Stadium, Chattogram",1,1,0,20,20,20,30,66.66,0
Sompal Kami,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),5,3,0,20,11,6.66,35,57.14,0
Asif Ali,"South Africa - The Wanderers Stadium, Johannesburg",1,1,0,19,19,19,27,70.37,0
Babar Azam,"England - Lord's, London",1,1,0,19,19,19,15,126.66,0
DE Budge,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,1,0,19,19,19,26,73.07,0
CJ Chibhabha,Pakistan - Rawalpindi Cricket Stadium,2,2,0,19,13,9.5,21,90.47,0
SS Iyer,"Australia - Manuka Oval, Canberra",1,1,0,19,19,19,21,90.47,0
Liton Das,"New Zealand - University Oval, Dunedin",1,1,0,19,19,19,36,52.77,0
KA Maharaj,"South Africa - SuperSport Park, Centurion",1,1,0,19,19,19,11,172.72,0
Musa Ahmed,"Netherlands - Sportpark Maarschalkerweerd, Utrecht",1,1,0,19,19,19,29,65.51,0
HH Pandya,"Sri Lanka - R.Premadasa Stadium, Khettarama, Colombo",3,2,0,19,19,9.5,20,95,0
AU Rashid,"India - Maharashtra Cricket Association Stadium, Pune",3,2,0,19,19,9.5,27,70.37,0
Sohaib Maqsood,"England - Lord's, London",1,1,0,19,19,19,17,111.76,0
Sohaib Maqsood,"England - Sophia Gardens, Cardiff",1,1,0,19,19,19,32,59.37,0
KNA Bandara,"Bangladesh - Shere Bangla National Stadium, Mirpur, Dhaka",2,2,0,18,15,9,55,32.72,0
SW Billings,"India - Maharashtra Cricket Association Stadium, Pune",1,1,0,18,18,18,22,81.81,0
TWM Latham,"New Zealand - Basin Reserve, Wellington",1,1,0,18,18,18,33,54.54,0
AR McBrine,"U.A.E. - Sheikh Zayed Stadium, Abu Dhabi",5,3,0,18,16,6,29,62.06,0
Najmul Hossain Shanto,"Bangladesh - Shere Bangla National Stadium, Mirpur, Dhaka",2,2,0,18,17,9,35,51.42,0
HM Nicholls,"New Zealand - Basin Reserve, Wellington",1,1,0,18,18,18,21,85.71,0
JC Buttler,"India - Maharashtra Cricket Association Stadium, Pune",3,3,0,17,15,5.66,25,68,0
DM Dupavillon,"South Africa - SuperSport Park, Centurion",1,1,0,17,17,17,10,170,0
B Fernando,"England - Kennington Oval, London",1,1,0,17,17,17,15,113.33,0
SO Hetmyer,"West Indies - Kensington Oval, Bridgetown, Barbados",2,2,0,17,11,8.5,22,77.27,0
KA Maharaj,"Ireland - The Village, Malahide, Dublin",2,1,0,17,17,17,19,89.47,0
JN Mohammed,"Bangladesh - Zahur Ahmed Chowdhury Stadium, Chattogram",1,1,0,17,17,17,36,47.22,0
JA Simpson,"England - Lord's, London",1,1,0,17,17,17,19,89.47,0
JT Smuts,"South Africa - SuperSport Park, Centurion",1,1,0,17,17,17,18,94.44,0
MR Adair,"Ireland - The Village, Malahide, Dublin",2,2,1,16,15,16,17,94.11,0
S Dhawan,"Australia - Manuka Oval, Canberra",1,1,0,16,16,16,27,59.25,0
Mahmudullah,"New Zealand - Hagley Oval, Christchurch",1,1,0,16,16,16,18,88.88,0
PHKD Mendis,"Sri Lanka - R.Premadasa Stadium, Khettarama, Colombo",1,1,0,16,16,16,29,55.17,0
K Rabada,"Ireland - The Village, Malahide, Dublin",1,1,0,16,16,16,12,133.33,0
MA Wood,"India - Maharashtra Cricket Association Stadium, Pune",2,2,1,16,14,16,28,57.14,0
FA Allen,"West Indies - Sir Vivian Richards Stadium, North Sound, Antigua",3,1,0,15,15,15,7,214.28,0
K Bhurtel,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),1,1,0,15,15,15,28,53.57,0
H Hiri,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2,2,0,15,9,7.5,42,35.71,0
AM McCarthy,"Bangladesh - Shere Bangla National Stadium, Mirpur, Dhaka",2,2,0,15,12,7.5,41,36.58,0
KA Maharaj,"Sri Lanka - R.Premadasa Stadium, Khettarama, Colombo",3,2,1,15,15,15,18,83.33,0
Mohammad Rizwan,Pakistan - Rawalpindi Cricket Stadium,2,2,0,15,14,7.5,34,44.11,0
AA Paradkar,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2,2,1,15,13*,15,15,100,0
NA Saini,"Sri Lanka - R.Premadasa Stadium, Khettarama, Colombo",1,1,0,15,15,15,37,40.54,0
PM Seelaar,"Netherlands - Sportpark Maarschalkerweerd, Utrecht",3,3,0,15,11,5,42,35.71,0
MRJ Watt,"Netherlands - Hazelaarweg, Rotterdam",2,1,0,15,15,15,19,78.94,0
Ahmed Raza,"U.A.E. - Sheikh Zayed Stadium, Abu Dhabi",2,1,0,14,14,14,15,93.33,0
MH Cross,"Netherlands - Hazelaarweg, Rotterdam",2,2,0,14,13,7,43,32.55,0
J Da Silva,"Bangladesh - Shere Bangla National Stadium, Mirpur, Dhaka",2,2,0,14,9,7,35,40,0
CS MacLeod,"Netherlands - Hazelaarweg, Rotterdam",2,2,0,14,14,7,37,37.83,0
Mahedi Hasan,"New Zealand - University Oval, Dunedin",1,1,0,14,14,14,20,70,0
Mohammed Shami,Australia - Sydney Cricket Ground,2,2,0,14,13,7,14,100,0
HG Munsey,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,1,0,14,14,14,18,77.77,0
SM Sharif,"Netherlands - Hazelaarweg, Rotterdam",1,1,0,14,14,14,16,87.5,0
LJ Tucker,"Ireland - Civil Service Cricket Club, Stormont, Belfast",2,1,0,14,14,14,19,73.68,0
LJ Tucker,"Netherlands - Sportpark Maarschalkerweerd, Utrecht",3,2,0,14,8,7,38,36.84,0
TP Ura,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),4,4,0,14,6,3.5,45,31.11,0
SW Ambris,"Bangladesh - Shere Bangla National Stadium, Mirpur, Dhaka",2,2,0,13,7,6.5,20,65,0
SW Ambris,"Bangladesh - Zahur Ahmed Chowdhury Stadium, Chattogram",1,1,0,13,13,13,14,92.85,0
T Bavuma,"Ireland - The Village, Malahide, Dublin",2,2,1,13,10,13,23,56.52,0
PRP Boissevain,"Netherlands - Hazelaarweg, Rotterdam",1,1,0,13,13,13,19,68.42,0
RD Chahar,"Sri Lanka - R.Premadasa Stadium, Khettarama, Colombo",1,1,0,13,13,13,25,52,0
AJ Hosein,"Bangladesh - Shere Bangla National Stadium, Mirpur, Dhaka",2,2,1,13,12*,13,21,61.9,0
SP Krishnamurthi,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),3,3,0,13,13,4.33,24,54.16,0
Mohammad Rizwan,"England - Sophia Gardens, Cardiff",1,1,0,13,13,13,9,144.44,0
JN Mohammed,"West Indies - Kensington Oval, Bridgetown, Barbados",2,2,0,13,11,6.5,20,65,0
SN Netravalkar,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),5,4,2,13,6*,6.5,36,36.11,0
HM Nicholls,"New Zealand - Hagley Oval, Christchurch",1,1,0,13,13,13,18,72.22,0
Sarfaraz Ahmed,"South Africa - SuperSport Park, Centurion",1,1,0,13,13,13,13,100,0
Shadab Khan,"South Africa - The Wanderers Stadium, Johannesburg",1,1,0,13,13,13,23,56.52,0
Tamim Iqbal,"New Zealand - University Oval, Dunedin",1,1,0,13,13,13,15,86.66,0
K Verreynne,"Ireland - The Village, Malahide, Dublin",2,1,0,13,13,13,16,81.25,0
TS Chisoro,Pakistan - Rawalpindi Cricket Stadium,2,2,0,12,7,6,16,75,0
MC Henriques,"West Indies - Kensington Oval, Bridgetown, Barbados",3,3,0,12,7,4,41,29.26,0
LM Jongwe,Zimbabwe - Harare Sports Club,3,3,1,12,8,6,13,92.3,0
Khawar Ali,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),2,1,0,12,12,12,28,42.85,0
CT Mumba,Pakistan - Rawalpindi Cricket Stadium,2,2,0,12,11,6,30,40,0
PADLR Sandakan,"Bangladesh - Shere Bangla National Stadium, Mirpur, Dhaka",2,2,1,12,8*,12,19,63.15,0
Saqib Zulfiqar,"Netherlands - Hazelaarweg, Rotterdam",1,1,0,12,12,12,26,46.15,0
Shaheen Shah Afridi,"England - Sophia Gardens, Cardiff",1,1,0,12,12,12,22,54.54,0
K Verreynne,"Sri Lanka - R.Premadasa Stadium, Khettarama, Colombo",1,1,0,12,12,12,20,60,0
CA Young,"U.A.E. - Sheikh Zayed Stadium, Abu Dhabi",5,3,2,12,12*,12,13,92.3,0
TK Curran,"India - Maharashtra Cricket Association Stadium, Pune",2,1,0,11,11,11,16,68.75,0
GH Dockrell,"Ireland - Civil Service Cricket Club, Stormont, Belfast",2,2,1,11,11,11,17,64.7,0
Faheem Ashraf,"South Africa - The Wanderers Stadium, Johannesburg",1,1,0,11,11,11,12,91.66,0
AS Joseph,"Bangladesh - Zahur Ahmed Chowdhury Stadium, Chattogram",1,1,0,11,11,11,7,157.14,0
H Klaasen,"South Africa - The Wanderers Stadium, Johannesburg",1,1,0,11,11,11,9,122.22,0
KR Mayers,"Bangladesh - Zahur Ahmed Chowdhury Stadium, Chattogram",1,1,0,11,11,11,23,47.82,0
BN Cooper,"Netherlands - Hazelaarweg, Rotterdam",2,2,0,10,10,5,11,90.9,0
Faheem Ashraf,"England - Edgbaston, Birmingham",1,1,0,10,10,10,4,250,0
Fakhar Zaman,"England - Lord's, London",1,1,0,10,10,10,45,22.22,0
JB Little,"Netherlands - Sportpark Maarschalkerweerd, Utrecht",3,2,1,10,9*,10,20,50,0
Mosaddek Hossain,Zimbabwe - Harare Sports Club,3,2,0,10,5,5,24,41.66,0
A Nortje,"Ireland - The Village, Malahide, Dublin",2,1,0,10,10,10,8,125,0
Sikandar Raza,Pakistan - Rawalpindi Cricket Stadium,2,2,0,10,8,5,15,66.66,0
Taskin Ahmed,"New Zealand - University Oval, Dunedin",1,1,0,10,10,10,32,31.25,0
Aarif Sheikh,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),1,1,0,9,9,9,19,47.36,0
RD Berrington,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,1,0,9,9,9,19,47.36,0
Bilal Khan,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),5,1,0,9,9,9,9,100,0
PVD Chameera,"Bangladesh - Shere Bangla National Stadium, Mirpur, Dhaka",3,2,1,9,5,9,24,37.5,0
PVD Chameera,"West Indies - Sir Vivian Richards Stadium, North Sound, Antigua",2,2,1,9,8,9,16,56.25,0
LD Chandimal,"Sri Lanka - R.Premadasa Stadium, Khettarama, Colombo",1,1,0,9,9,9,12,75,0
Danish Aziz,"South Africa - The Wanderers Stadium, Johannesburg",1,1,0,9,9,9,14,64.28,0
A Dutt,"Netherlands - Hazelaarweg, Rotterdam",2,2,1,9,8*,9,20,45,0
LS Livingstone,"England - Riverside Ground, Chester-le-Street",1,1,0,9,9,9,12,75,0
PHKD Mendis,"West Indies - Sir Vivian Richards Stadium, North Sound, Antigua",1,1,0,9,9,9,21,42.85,0
Mohammad Mithun,"New Zealand - University Oval, Dunedin",1,1,0,9,9,9,27,33.33,0
G Singh,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),1,1,0,9,9,9,28,32.14,0
Taskin Ahmed,"New Zealand - Basin Reserve, Wellington",1,1,0,9,9,9,24,37.5,0
A Dananjaya,"Sri Lanka - R.Premadasa Stadium, Khettarama, Colombo",3,3,1,8,5*,4,6,133.33,0
S Mahmood,"England - Lord's, London",1,1,0,8,8,8,16,50,0
KP Meiyappan,"U.A.E. - Sheikh Zayed Stadium, Abu Dhabi",2,1,0,8,8,8,19,42.1,0
AL Phehlukwayo,"Ireland - The Village, Malahide, Dublin",2,2,0,8,6,4,16,50,0
Shoriful Islam,"Bangladesh - Shere Bangla National Stadium, Mirpur, Dhaka",2,2,0,8,8,4,6,133.33,0
Sohaib Maqsood,"England - Edgbaston, Birmingham",1,1,0,8,8,8,5,160,0
I Udana,"Sri Lanka - R.Premadasa Stadium, Khettarama, Colombo",1,1,0,8,8,8,9,88.88,0
Wahab Riaz,Pakistan - Rawalpindi Cricket Stadium,1,1,0,8,8,8,6,133.33,0
CA Young,"Ireland - The Village, Malahide, Dublin",2,1,0,8,8,8,14,57.14,0
RW Chakabva,"Ireland - Civil Service Cricket Club, Stormont, Belfast",2,2,0,7,5,3.5,25,28,0
PVD Chameera,"England - Riverside Ground, Chester-le-Street",1,1,0,7,7,7,15,46.66,0
TL Chatara,Zimbabwe - Harare Sports Club,3,3,2,7,4*,7,26,26.92,0
N Dickwella,"Bangladesh - Shere Bangla National Stadium, Mirpur, Dhaka",1,1,0,7,7,7,9,77.77,0
M Labuschagne,"Australia - Manuka Oval, Canberra",1,1,0,7,7,7,13,53.84,0
Mahedi Hasan,"New Zealand - Hagley Oval, Christchurch",1,1,0,7,7,7,5,140,0
PWA Mulder,"Sri Lanka - R.Premadasa Stadium, Khettarama, Colombo",2,2,1,7,5*,7,11,63.63,0
D Myers,"Ireland - Civil Service Cricket Club, Stormont, Belfast",1,1,0,7,7,7,22,31.81,0
R Ngarava,Zimbabwe - Harare Sports Club,2,2,1,7,7*,7,12,58.33,0
N Rana,"Sri Lanka - R.Premadasa Stadium, Khettarama, Colombo",1,1,0,7,7,7,14,50,0
Rohan Mustafa,"U.A.E. - Sheikh Zayed Stadium, Abu Dhabi",2,1,0,7,7,7,16,43.75,0
PD Salt,"England - Sophia Gardens, Cardiff",1,1,0,7,7,7,13,53.84,0
Shoaib Khan,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2,2,0,7,7,3.5,12,58.33,0
SPD Smith,"Australia - Manuka Oval, Canberra",1,1,0,7,7,7,15,46.66,0
Soumya Sarkar,"Bangladesh - Zahur Ahmed Chowdhury Stadium, Chattogram",1,1,0,7,7,7,8,87.5,0
LRPL Taylor,"New Zealand - Basin Reserve, Wellington",1,1,0,7,7,7,14,50,0
MR Adair,"Ireland - Civil Service Cricket Club, Stormont, Belfast",2,1,0,6,6,6,9,66.66,0
BN Cooper,"Netherlands - Sportpark Maarschalkerweerd, Utrecht",3,3,1,6,6,3,12,50,0
Faheem Ashraf,"South Africa - SuperSport Park, Centurion",2,2,1,6,5*,6,12,50,0
Fakhar Zaman,"England - Edgbaston, Birmingham",1,1,0,6,6,6,14,42.85,0
Hasan Ali,"England - Sophia Gardens, Cardiff",1,1,0,6,6,6,9,66.66,0
SS Iyer,"India - Maharashtra Cricket Association Stadium, Pune",1,1,0,6,6,6,9,66.66,0
Jasdeep Singh,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,1,0,6,6,6,14,42.85,0
Kushal Malla,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),4,4,0,6,4,1.5,24,25,0
G Malla,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),1,1,0,6,6,6,20,30,0
BJ McCarthy,"Netherlands - Sportpark Maarschalkerweerd, Utrecht",3,2,0,6,6,3,21,28.57,0
Mohammad Mithun,"New Zealand - Basin Reserve, Wellington",1,1,0,6,6,6,39,15.38,0
EJG Morgan,"England - Riverside Ground, Chester-le-Street",1,1,0,6,6,6,17,35.29,0
PA van Meekeren,"Netherlands - Hazelaarweg, Rotterdam",2,2,1,6,6,6,13,46.15,0
S Vesawkar,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),1,1,0,6,6,6,22,27.27,0
RP Burl,"Ireland - Civil Service Cricket Club, Stormont, Belfast",1,1,0,5,5,5,10,50,0
Faheem Ashraf,"England - Sophia Gardens, Cardiff",1,1,0,5,5,5,12,41.66,0
JN Hamilton,"Bangladesh - Zahur Ahmed Chowdhury Stadium, Chattogram",1,1,0,5,5,5,16,31.25,0
Imam-ul-Haq,"South Africa - The Wanderers Stadium, Johannesburg",1,1,0,5,5,5,10,50,0
H Klaasen,"South Africa - SuperSport Park, Centurion",2,2,0,5,4,2.5,33,15.15,0
AK Markram,"Ireland - The Village, Malahide, Dublin",1,1,0,5,5,5,13,38.46,0
AD Mathews,"West Indies - Sir Vivian Richards Stadium, North Sound, Antigua",1,1,0,5,5,5,7,71.42,0
BJ McCarthy,"U.A.E. - Sheikh Zayed Stadium, Abu Dhabi",4,2,1,5,5*,5,6,83.33,0
Mohammad Rizwan,"England - Lord's, London",1,1,0,5,5,5,11,45.45,0
P Nissanka,"England - Kennington Oval, London",1,1,0,5,5,5,12,41.66,0
P Nissanka,"England - Riverside Ground, Chester-le-Street",1,1,0,5,5,5,19,26.31,0
WTS Porterfield,"Netherlands - Sportpark Maarschalkerweerd, Utrecht",2,2,0,5,5,2.5,13,38.46,0
KL Rahul,"Australia - Manuka Oval, Canberra",1,1,0,5,5,5,11,45.45,0
Saud Shakeel,"England - Sophia Gardens, Cardiff",1,1,0,5,5,5,13,38.46,0
Shaheen Shah Afridi,"South Africa - The Wanderers Stadium, Johannesburg",1,1,0,5,5,5,15,33.33,0
SA Abbott,"Australia - Manuka Oval, Canberra",1,1,0,4,4,4,9,44.44,0
SS Cottrell,"West Indies - Kensington Oval, Bridgetown, Barbados",3,2,1,4,4*,4,18,22.22,0
Hasan Ali,"England - Edgbaston, Birmingham",1,1,0,4,4,4,2,200,0
H Hiri,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),1,1,0,4,4,4,16,25,0
